"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.417,0.318181818181818
"PE_vs_NP","Baseline",303,0.418,0.318181818181818
"PE_vs_NP","Baseline",303,0.419,0.318181818181818
"PE_vs_NP","Baseline",303,0.42,0.318181818181818
"PE_vs_NP","Baseline",303,0.421,0.318181818181818
"PE_vs_NP","Baseline",303,0.422,0.318181818181818
"PE_vs_NP","Baseline",303,0.423,0.318181818181818
"PE_vs_NP","Baseline",303,0.424,0.318181818181818
"PE_vs_NP","Baseline",303,0.425,0.318181818181818
"PE_vs_NP","Baseline",303,0.426,0.318181818181818
"PE_vs_NP","Baseline",303,0.427,0.318181818181818
"PE_vs_NP","Baseline",303,0.428,0.318181818181818
"PE_vs_NP","Baseline",303,0.429,0.327272727272727
"PE_vs_NP","Baseline",303,0.43,0.327272727272727
"PE_vs_NP","Baseline",303,0.431,0.327272727272727
"PE_vs_NP","Baseline",303,0.432,0.327272727272727
"PE_vs_NP","Baseline",303,0.433,0.327272727272727
"PE_vs_NP","Baseline",303,0.434,0.327272727272727
"PE_vs_NP","Baseline",303,0.435,0.327272727272727
"PE_vs_NP","Baseline",303,0.436,0.327272727272727
"PE_vs_NP","Baseline",303,0.437,0.327272727272727
"PE_vs_NP","Baseline",303,0.438,0.327806060606061
"PE_vs_NP","Baseline",303,0.439,0.328872727272727
"PE_vs_NP","Baseline",303,0.44,0.329939393939394
"PE_vs_NP","Baseline",303,0.441,0.331006060606061
"PE_vs_NP","Baseline",303,0.442,0.332072727272727
"PE_vs_NP","Baseline",303,0.443,0.333139393939394
"PE_vs_NP","Baseline",303,0.444,0.334642424242424
"PE_vs_NP","Baseline",303,0.445,0.336242424242424
"PE_vs_NP","Baseline",303,0.446,0.337842424242424
"PE_vs_NP","Baseline",303,0.447,0.3384
"PE_vs_NP","Baseline",303,0.448,0.338933333333333
"PE_vs_NP","Baseline",303,0.449,0.34899393939394
"PE_vs_NP","Baseline",303,0.45,0.352727272727273
"PE_vs_NP","Baseline",303,0.451,0.356460606060606
"PE_vs_NP","Baseline",303,0.452,0.359248484848485
"PE_vs_NP","Baseline",303,0.453,0.359781818181818
"PE_vs_NP","Baseline",303,0.454,0.360315151515151
"PE_vs_NP","Baseline",303,0.455,0.360848484848485
"PE_vs_NP","Baseline",303,0.456,0.361381818181818
